decision_id,hop_id,experiment,pattern,round,agent,input_tokens,output_tokens,context_length,latency_s,energy_j,energy_mode,j_per_output_token,avg_watts,parsed_vote
355f3154,0de5966c,patterns,select,0,agent_1,85,2,83,7.6837,471.4278,attributed,235.7139,61.4,billing
355f3154,29f76290,patterns,select,0,agent_2,85,2,83,7.6831,471.391,attributed,235.6955,61.4,billing
355f3154,3430128b,patterns,select,0,agent_3,85,2,83,7.6828,471.3726,attributed,235.6863,61.4,billing
355f3154,352bc583,patterns,select,0,agent_4,85,2,83,7.6825,471.3542,attributed,235.6771,61.4,billing
fa93369e,3cbbe402,patterns,select,0,agent_0,81,2,82,7.6822,471.4426,attributed,235.7213,61.4,technical
fa93369e,8648e40a,patterns,select,0,agent_1,81,2,82,7.6815,471.3996,attributed,235.6998,61.4,technical
fa93369e,cd4d8f59,patterns,select,0,agent_2,81,2,82,7.6815,471.3996,attributed,235.6998,61.4,technical
fa93369e,97fc1acc,patterns,select,0,agent_3,81,2,82,7.6814,471.3935,attributed,235.69675,61.4,technical
fa93369e,5fb867a6,patterns,select,0,agent_4,81,2,82,7.6809,471.3628,attributed,235.6814,61.4,technical
73581d25,7d35eba2,patterns,select,0,agent_0,78,2,80,7.6806,471.4352,attributed,235.7176,61.4,billing
73581d25,9f44c3e3,patterns,select,0,agent_1,78,2,80,7.6804,471.4229,attributed,235.71145,61.4,billing
73581d25,c15c03c1,patterns,select,0,agent_2,78,2,80,7.6801,471.4045,attributed,235.70225,61.4,billing
73581d25,89c4ca24,patterns,select,0,agent_3,78,2,80,7.6798,471.3861,attributed,235.69305,61.4,billing
73581d25,f65466c0,patterns,select,0,agent_4,78,2,80,7.6792,471.3493,attributed,235.67465,61.4,billing
867e4d9a,20be9283,patterns,select,0,agent_0,82,2,85,7.6788,471.4499,attributed,235.72495,61.4,technical
867e4d9a,f2d3ad72,patterns,select,0,agent_1,82,2,85,7.6782,471.4131,attributed,235.70655,61.4,technical
867e4d9a,01512416,patterns,select,0,agent_2,82,2,85,7.6781,471.407,attributed,235.7035,61.4,technical
867e4d9a,7dbce1da,patterns,select,0,agent_3,82,2,85,7.6779,471.3947,attributed,235.69735,61.4,technical
867e4d9a,cd2b87bc,patterns,select,0,agent_4,82,2,85,7.6769,471.3333,attributed,235.66665,61.4,technical
fc2fb3ee,11c6f75d,patterns,select,0,agent_0,79,2,79,7.6767,470.0879,attributed,235.04395,61.2,billing
fc2fb3ee,a4877024,patterns,select,0,agent_1,79,2,79,7.6771,470.1124,attributed,235.0562,61.2,billing
fc2fb3ee,38e05f56,patterns,select,0,agent_2,79,2,79,7.6767,470.0879,attributed,235.04395,61.2,billing
fc2fb3ee,f49f223b,patterns,select,0,agent_3,79,2,79,7.6756,470.0206,attributed,235.0103,61.2,billing
fc2fb3ee,5d444ebc,patterns,select,0,agent_4,79,2,79,7.7845,476.6891,attributed,238.34455,61.2,billing
a83e0c89,4ac0630e,patterns,select,0,agent_0,79,2,81,7.6756,471.4549,attributed,235.72745,61.4,billing
a83e0c89,452a1b77,patterns,select,0,agent_1,79,2,81,7.6753,471.4365,attributed,235.71825,61.4,billing
a83e0c89,5d95306b,patterns,select,0,agent_2,79,2,81,7.6747,471.3996,attributed,235.6998,61.4,billing
a83e0c89,4dd86fb1,patterns,select,0,agent_3,79,2,81,7.6738,471.3443,attributed,235.67215,61.4,billing
a83e0c89,9e4efb85,patterns,select,0,agent_4,79,2,81,7.6741,471.3627,attributed,235.68135,61.4,billing
e3aebafa,d55915c4,patterns,select,0,agent_0,80,2,78,7.6732,482.4015,attributed,241.20075,62.9,technical
e3aebafa,c8e96088,patterns,select,0,agent_1,80,2,78,8.5601,538.1594,attributed,269.0797,62.9,technical
e3aebafa,c7a1fb94,patterns,select,0,agent_2,80,2,78,7.673,482.3889,attributed,241.19445,62.9,technical
e3aebafa,5cfd9d6c,patterns,select,0,agent_3,80,2,78,8.5596,538.128,attributed,269.064,62.9,technical
e3aebafa,eb29b043,patterns,select,0,agent_4,80,2,78,8.5593,538.1091,attributed,269.05455,62.9,technical
3ef89d32,fbac212e,patterns,json,0,agent_0,88,16,74,1.555,213.4634,attributed,13.341463,137.3,billing
3ef89d32,dbd36b9c,patterns,json,0,agent_1,88,16,74,1.5544,213.381,attributed,13.336313,137.3,billing
3ef89d32,e45d13ed,patterns,json,0,agent_2,88,16,74,1.5551,213.4771,attributed,13.342319,137.3,billing
3ef89d32,7a71061b,patterns,json,0,agent_3,88,16,74,1.5544,213.381,attributed,13.336313,137.3,billing
3ef89d32,4442ce06,patterns,json,0,agent_4,88,16,74,1.5476,212.4475,attributed,13.277969,137.3,billing
0df2774f,5e776528,patterns,json,0,agent_0,89,16,74,1.5549,200.5538,attributed,12.534612,129.0,technical
0df2774f,f56b2feb,patterns,json,0,agent_1,89,16,74,1.5544,200.4893,attributed,12.530581,129.0,technical
0df2774f,0aeb29d6,patterns,json,0,agent_2,89,16,74,1.5547,200.528,attributed,12.533,129.0,technical
0df2774f,8e8c71fd,patterns,json,0,agent_3,89,16,74,1.5548,200.5409,attributed,12.533806,129.0,technical
0df2774f,fe4513b8,patterns,json,0,agent_4,89,16,74,1.5547,200.528,attributed,12.533,129.0,technical
dadb8d86,6c16dd6c,patterns,json,0,agent_0,87,17,72,1.7494,220.5866,attributed,12.975682,126.1,cancellation
dadb8d86,bf426a2a,patterns,json,0,agent_1,87,17,72,1.7494,220.5866,attributed,12.975682,126.1,cancellation
dadb8d86,f8aa29c8,patterns,json,0,agent_2,87,17,72,1.7494,220.5866,attributed,12.975682,126.1,cancellation
dadb8d86,75fac38f,patterns,json,0,agent_3,87,16,72,1.5475,195.1285,attributed,12.195531,126.1,cancellation
dadb8d86,2f5b7c60,patterns,json,0,agent_4,87,17,72,1.7494,220.5866,attributed,12.975682,126.1,cancellation
83e85bf7,45ba9dda,patterns,json,0,agent_0,86,16,71,1.555,215.5532,attributed,13.472075,138.6,general
83e85bf7,b483a815,patterns,json,0,agent_1,86,16,71,1.5543,215.4562,attributed,13.466012,138.6,general
83e85bf7,2fafafd0,patterns,json,0,agent_2,86,16,71,1.5546,215.4978,attributed,13.468613,138.6,general
83e85bf7,3ebb4947,patterns,json,0,agent_3,86,16,71,1.5548,215.5255,attributed,13.470344,138.6,general
83e85bf7,feee5a8a,patterns,json,0,agent_4,86,16,71,1.5542,215.4423,attributed,13.465144,138.6,general
135ef535,9eafb7be,patterns,json,0,agent_0,90,16,70,1.5541,208.1369,attributed,13.008556,133.9,technical
135ef535,a545d1af,patterns,json,0,agent_1,90,16,70,1.5547,208.2173,attributed,13.013581,133.9,technical
135ef535,b3b813b5,patterns,json,0,agent_2,90,16,70,1.5545,208.1905,attributed,13.011906,133.9,technical
135ef535,c517f98f,patterns,json,0,agent_3,90,16,70,1.554,208.1235,attributed,13.007719,133.9,technical
135ef535,9314f134,patterns,json,0,agent_4,90,16,70,1.5546,208.2039,attributed,13.012744,133.9,technical
07495285,4087ce1d,patterns,json,0,agent_0,84,16,70,1.554,208.1449,attributed,13.009056,133.9,general
07495285,65f5cc0c,patterns,json,0,agent_1,84,16,70,1.554,208.1449,attributed,13.009056,133.9,general
07495285,c3453c5e,patterns,json,0,agent_2,84,16,70,1.5547,208.2387,attributed,13.014919,133.9,general
07495285,c3e8165f,patterns,json,0,agent_3,84,16,70,1.5539,208.1315,attributed,13.008219,133.9,general
07495285,25da56f4,patterns,json,0,agent_4,84,16,70,1.5545,208.2119,attributed,13.013244,133.9,general
1ed5ae5d,0adcef80,patterns,json,0,agent_0,85,16,69,1.5547,215.5643,attributed,13.472769,138.7,billing
1ed5ae5d,9b471596,patterns,json,0,agent_1,85,16,69,1.5545,215.5366,attributed,13.471037,138.7,billing
1ed5ae5d,bcdcbe2e,patterns,json,0,agent_2,85,16,69,1.554,215.4673,attributed,13.466706,138.7,billing
1ed5ae5d,f916a19e,patterns,json,0,agent_3,85,16,69,1.5539,215.4534,attributed,13.465837,138.7,billing
1ed5ae5d,c6c9fa68,patterns,json,0,agent_4,85,16,69,1.5539,215.4534,attributed,13.465837,138.7,billing
3ab7cd7c,3da9da4d,patterns,json,0,agent_0,87,16,72,1.5544,215.4784,attributed,13.4674,138.6,technical
3ab7cd7c,1708ef27,patterns,json,0,agent_1,87,16,72,1.5546,215.5061,attributed,13.469131,138.6,technical
3ab7cd7c,58f4faae,patterns,json,0,agent_2,87,16,72,1.5546,215.5061,attributed,13.469131,138.6,technical
3ab7cd7c,0ae425c7,patterns,json,0,agent_3,87,16,72,1.5546,215.5061,attributed,13.469131,138.6,technical
3ab7cd7c,a8668663,patterns,json,0,agent_4,87,16,72,1.5544,215.4784,attributed,13.4674,138.6,technical
0396ad54,7f7ab445,patterns,json,0,agent_0,88,15,71,1.4637,203.1393,attributed,13.54262,138.8,general
0396ad54,bdd0bb6c,patterns,json,0,agent_1,88,15,71,1.464,203.1809,attributed,13.545393,138.8,general
0396ad54,daf61330,patterns,json,0,agent_2,88,16,71,1.5538,215.6438,attributed,13.477737,138.8,general
0396ad54,c0cd02b2,patterns,json,0,agent_3,88,16,71,1.5544,215.7271,attributed,13.482944,138.8,general
0396ad54,1b19e031,patterns,json,0,agent_4,88,15,71,1.464,203.1809,attributed,13.545393,138.8,general
48f90705,1972a7af,patterns,json,0,agent_0,86,16,71,1.5544,208.1878,attributed,13.011738,133.9,billing
48f90705,75710acd,patterns,json,0,agent_1,86,16,71,1.5543,208.1744,attributed,13.0109,133.9,billing
48f90705,50cc357c,patterns,json,0,agent_2,86,16,71,1.5541,208.1476,attributed,13.009225,133.9,billing
48f90705,1ae6fc96,patterns,json,0,agent_3,86,16,71,1.5544,208.1878,attributed,13.011738,133.9,billing
48f90705,ee7c6fba,patterns,json,0,agent_4,86,16,71,1.5543,208.1744,attributed,13.0109,133.9,billing
9d0d654d,430037fc,patterns,json,0,agent_0,91,17,74,1.7488,215.4975,attributed,12.676324,123.2,cancellation
9d0d654d,ed7742a6,patterns,json,0,agent_1,91,17,74,1.7488,215.4975,attributed,12.676324,123.2,cancellation
9d0d654d,d1fc7667,patterns,json,0,agent_2,91,17,74,1.7488,215.4975,attributed,12.676324,123.2,cancellation
9d0d654d,1abc0cda,patterns,json,0,agent_3,91,17,74,1.7487,215.4851,attributed,12.675594,123.2,cancellation
9d0d654d,35ef9b6a,patterns,json,0,agent_4,91,17,74,1.7488,215.4975,attributed,12.676324,123.2,cancellation
b9ae0f95,a8ab0030,patterns,json,0,agent_0,87,16,72,1.554,208.169,attributed,13.010563,134.0,technical
b9ae0f95,69f82adf,patterns,json,0,agent_1,87,16,72,1.5541,208.1824,attributed,13.0114,134.0,technical
b9ae0f95,96136f4d,patterns,json,0,agent_2,87,16,72,1.5542,208.1958,attributed,13.012237,134.0,technical
b9ae0f95,e8a79149,patterns,json,0,agent_3,87,16,72,1.5539,208.1556,attributed,13.009725,134.0,technical
b9ae0f95,e2e76431,patterns,json,0,agent_4,87,16,72,1.554,208.169,attributed,13.010563,134.0,technical
dc7d02a0,3f7fc375,patterns,json,0,agent_0,90,16,71,1.5539,215.495,attributed,13.468438,138.7,general
dc7d02a0,41e525fd,patterns,json,0,agent_1,90,16,71,1.5539,215.495,attributed,13.468438,138.7,general
dc7d02a0,ae193dfe,patterns,json,0,agent_2,90,16,71,1.5542,215.5366,attributed,13.471037,138.7,general
dc7d02a0,8b4490c4,patterns,json,0,agent_3,90,16,71,1.5536,215.4534,attributed,13.465837,138.7,general
dc7d02a0,48168b8b,patterns,json,0,agent_4,90,16,71,1.5539,215.495,attributed,13.468438,138.7,general
c9ce821f,991d27d0,patterns,json,0,agent_0,91,16,72,1.5539,215.5061,attributed,13.469131,138.7,billing
c9ce821f,52da28a9,patterns,json,0,agent_1,91,16,72,1.5542,215.5477,attributed,13.471731,138.7,billing
c9ce821f,d6c8ede6,patterns,json,0,agent_2,91,16,72,1.5541,215.5338,attributed,13.470863,138.7,billing
c9ce821f,fa32a4ce,patterns,json,0,agent_3,91,16,72,1.5535,215.4506,attributed,13.465663,138.7,billing
c9ce821f,1873d327,patterns,json,0,agent_4,91,16,72,1.5534,215.4368,attributed,13.4648,138.7,billing
cb0410f8,929bd4a0,patterns,json,0,agent_0,87,16,72,1.554,208.2253,attributed,13.014081,134.0,technical
cb0410f8,48663865,patterns,json,0,agent_1,87,16,72,1.5535,208.1583,attributed,13.009894,134.0,technical
cb0410f8,96e525e5,patterns,json,0,agent_2,87,16,72,1.5533,208.1315,attributed,13.008219,134.0,technical
cb0410f8,b1a64dc2,patterns,json,0,agent_3,87,16,72,1.5534,208.1449,attributed,13.009056,134.0,technical
cb0410f8,3135f090,patterns,json,0,agent_4,87,16,72,1.5539,208.2119,attributed,13.013244,134.0,technical
d8825a2d,29f18eca,patterns,json,0,agent_0,84,16,69,1.5539,208.3917,attributed,13.024481,134.1,billing
d8825a2d,c1685abd,patterns,json,0,agent_1,84,16,69,1.5466,207.4127,attributed,12.963294,134.1,billing
d8825a2d,e2f34efd,patterns,json,0,agent_2,84,16,69,1.5533,208.3112,attributed,13.01945,134.1,billing
d8825a2d,b3f788d5,patterns,json,0,agent_3,84,16,69,1.5537,208.3648,attributed,13.0228,134.1,billing
d8825a2d,1c91a2c3,patterns,json,0,agent_4,84,16,69,1.5539,208.3917,attributed,13.024481,134.1,billing
4eb3838a,18f677e5,patterns,json,0,agent_0,88,16,74,1.5539,203.4295,attributed,12.714344,130.9,technical
4eb3838a,a96d2cc9,patterns,json,0,agent_1,88,16,74,1.5539,203.4295,attributed,12.714344,130.9,technical
4eb3838a,2ece252a,patterns,json,0,agent_2,88,16,74,1.5538,203.4164,attributed,12.713525,130.9,technical
4eb3838a,92521783,patterns,json,0,agent_3,88,16,74,1.5536,203.3902,attributed,12.711887,130.9,technical
4eb3838a,f23bf62c,patterns,json,0,agent_4,88,16,74,1.5463,202.4345,attributed,12.652156,130.9,technical
bc1dcf75,d6b20538,patterns,json,0,agent_0,85,16,69,1.5532,195.894,attributed,12.243375,126.1,billing
bc1dcf75,9bc49c9b,patterns,json,0,agent_1,85,16,69,1.5464,195.0363,attributed,12.189769,126.1,billing
bc1dcf75,f65be12d,patterns,json,0,agent_2,85,16,69,1.5537,195.957,attributed,12.247312,126.1,billing
bc1dcf75,d6ca482a,patterns,json,0,agent_3,85,16,69,1.5537,195.957,attributed,12.247312,126.1,billing
bc1dcf75,c959ef95,patterns,json,0,agent_4,85,16,69,1.5463,195.0237,attributed,12.188981,126.1,billing
c605f082,6381102d,patterns,json,0,agent_0,85,16,71,1.5535,210.5298,attributed,13.158112,135.5,billing
c605f082,2af13601,patterns,json,0,agent_1,85,16,71,1.5535,210.5298,attributed,13.158112,135.5,billing
c605f082,08bb8c1e,patterns,json,0,agent_2,85,16,71,1.5538,210.5704,attributed,13.16065,135.5,technical
c605f082,19a5411c,patterns,json,0,agent_3,85,16,71,1.5537,210.5569,attributed,13.159806,135.5,billing
c605f082,a5e11053,patterns,json,0,agent_4,85,16,71,1.5534,210.5162,attributed,13.157262,135.5,billing
c605f082,d4f67d70,patterns,json,1,agent_0,161,16,131,0.7569,67.6566,attributed,4.228537,89.4,billing
c605f082,86fe2d5b,patterns,json,1,agent_1,161,16,131,0.7568,67.6477,attributed,4.227981,89.4,billing
c605f082,b457cc20,patterns,json,1,agent_2,161,16,131,0.7569,67.6566,attributed,4.228537,89.4,billing
c605f082,f458efb0,patterns,json,1,agent_3,161,16,131,0.7572,67.6834,attributed,4.230213,89.4,billing
c605f082,45efa3a7,patterns,json,1,agent_4,161,16,131,0.7568,67.6477,attributed,4.227981,89.4,billing
3dd99787,369e2632,patterns,json,0,agent_0,86,16,68,1.5537,220.9879,attributed,13.811744,142.2,technical
3dd99787,1df33765,patterns,json,0,agent_1,86,16,68,1.5537,220.9879,attributed,13.811744,142.2,technical
3dd99787,cc5a6d11,patterns,json,0,agent_2,86,16,68,2.4219,344.4749,attributed,21.529681,142.2,technical
3dd99787,a72a13c0,patterns,json,0,agent_3,86,16,68,2.4219,344.4749,attributed,21.529681,142.2,technical
3dd99787,de774cc8,patterns,json,0,agent_4,86,16,68,1.5534,220.9453,attributed,13.809081,142.2,technical
ffe71afd,3506e520,patterns,cot_select,0,agent_0,117,904,122,38.211,5060.5317,attributed,5.597933,132.4,billing
ffe71afd,14cf87bc,patterns,cot_select,0,agent_1,117,764,122,32.2921,4276.6532,attributed,5.597714,132.4,billing
ffe71afd,4deaa6d6,patterns,cot_select,0,agent_2,117,797,122,33.6718,4459.3759,attributed,5.595202,132.4,billing
ffe71afd,437a9583,patterns,cot_select,0,agent_3,117,1018,122,42.921,5684.3077,attributed,5.583799,132.4,billing
ffe71afd,39ba2c47,patterns,cot_select,0,agent_4,117,1047,122,44.0767,5837.3646,attributed,5.575324,132.4,billing
dfe95916,cbadd757,patterns,cot_select,0,agent_0,118,722,122,30.5341,4069.3618,attributed,5.636235,133.3,technical
dfe95916,643d8d86,patterns,cot_select,0,agent_1,118,814,122,34.399,4584.4475,attributed,5.631999,133.3,technical
dfe95916,f23bb26c,patterns,cot_select,0,agent_2,118,631,122,26.8135,3573.5074,attributed,5.663245,133.3,technical
dfe95916,432acbe3,patterns,cot_select,0,agent_3,118,744,122,31.4537,4191.9194,attributed,5.6343,133.3,billing
dfe95916,3c04eaaa,patterns,cot_select,0,agent_4,118,855,122,36.0809,4808.5988,attributed,5.624092,133.3,technical
dfe95916,1297b9e9,patterns,cot_select,1,agent_0,194,869,181,34.6685,3479.5324,attributed,4.004065,100.4,technical
dfe95916,53cab4ff,patterns,cot_select,1,agent_1,194,809,181,32.2913,3240.9428,attributed,4.00611,100.4,technical
dfe95916,ff8c66bf,patterns,cot_select,1,agent_2,194,860,181,34.3084,3443.3907,attributed,4.003943,100.4,technical
dfe95916,2515eb59,patterns,cot_select,1,agent_3,194,853,181,34.0301,3415.4589,attributed,4.004055,100.4,technical
dfe95916,1fac8bc6,patterns,cot_select,1,agent_4,194,800,181,31.9317,3204.8512,attributed,4.006064,100.4,technical
d2e61006,282b27a1,patterns,cot_select,0,agent_0,116,824,120,34.8126,4703.2499,attributed,5.707828,135.1,cancellation
d2e61006,50ddb970,patterns,cot_select,0,agent_1,116,850,120,35.8768,4847.0254,attributed,5.702383,135.1,cancellation
d2e61006,9c3f8f4a,patterns,cot_select,0,agent_2,116,690,120,29.2194,3947.5977,attributed,5.721156,135.1,cancellation
d2e61006,1229ce7a,patterns,cot_select,0,agent_3,116,980,120,41.4063,5594.0716,attributed,5.708236,135.1,cancellation
d2e61006,ddaa5a39,patterns,cot_select,0,agent_4,116,856,120,36.1257,4880.6523,attributed,5.701697,135.1,cancellation
c810ad5b,69a72ac8,patterns,cot_select,0,agent_0,115,829,119,35.0222,4497.4563,attributed,5.425158,128.4,general
c810ad5b,b044ea64,patterns,cot_select,0,agent_1,115,798,119,33.7191,4330.1157,attributed,5.42621,128.4,general
c810ad5b,9b576ed6,patterns,cot_select,0,agent_2,115,621,119,26.4141,3392.0273,attributed,5.462202,128.4,general
c810ad5b,c0865c4f,patterns,cot_select,0,agent_3,115,802,119,33.8984,4353.1409,attributed,5.427856,128.4,general
c810ad5b,409aed25,patterns,cot_select,0,agent_4,115,752,119,31.7825,4081.4228,attributed,5.427424,128.4,general
f1e413df,397f65e7,patterns,cot_select,0,agent_0,119,1007,118,42.4833,5743.5457,attributed,5.70362,135.2,technical
f1e413df,46c8c4e4,patterns,cot_select,0,agent_1,119,862,118,36.5293,4938.5925,attributed,5.729226,135.2,technical
f1e413df,8a61c80c,patterns,cot_select,0,agent_2,119,924,118,39.015,5274.6476,attributed,5.708493,135.2,technical
f1e413df,8ab46cc5,patterns,cot_select,0,agent_3,119,737,118,31.1646,4213.3098,attributed,5.716838,135.2,technical
f1e413df,c1e0bb6a,patterns,cot_select,0,agent_4,119,762,118,32.1912,4352.1014,attributed,5.711419,135.2,technical
1d9b4778,3f9981ef,patterns,cot_select,0,agent_0,113,2595,118,104.8736,15275.1281,attributed,5.886369,145.7,general
