decision_id,hop_id,experiment,pattern,round,agent,input_tokens,output_tokens,context_length,latency_s,energy_j,energy_mode,j_per_output_token,avg_watts,parsed_vote
48b070f2,b1def084,patterns,select,0,agent_0,84,2,81,0.5886,208.4315,attributed,104.21575,354.1,general
48b070f2,9c51ce96,patterns,select,0,agent_1,84,2,81,0.5886,208.4315,attributed,104.21575,354.1,general
cb0db817,6b5910d6,patterns,select,0,agent_0,85,2,83,0.5886,208.4315,attributed,104.21575,354.1,billing
cb0db817,5d264b73,patterns,select,0,agent_1,85,2,83,0.5886,208.4315,attributed,104.21575,354.1,billing
57fa7828,22f52f49,patterns,select,0,agent_0,81,2,82,0.5884,161.5773,attributed,80.78865,274.6,technical
57fa7828,fb5f0a70,patterns,select,0,agent_1,81,2,82,0.5885,161.6047,attributed,80.80235,274.6,technical
bb0eb373,bfecb113,patterns,select,0,agent_0,78,2,80,0.5884,182.2175,attributed,91.10875,309.7,billing
bb0eb373,8f1f50f7,patterns,select,0,agent_1,78,2,80,0.5885,182.2485,attributed,91.12425,309.7,billing
977cf01e,a3caae35,patterns,select,0,agent_0,82,2,85,0.7907,223.7983,attributed,111.89915,283.0,technical
977cf01e,d6a0d21a,patterns,select,0,agent_1,82,2,85,0.5884,166.5397,attributed,83.26985,283.0,technical
4d9f3c9c,eec31550,patterns,select,0,agent_0,79,2,79,0.5884,195.1524,attributed,97.5762,331.7,billing
4d9f3c9c,3ade755b,patterns,select,0,agent_1,79,2,79,0.5885,195.1856,attributed,97.5928,331.7,billing
715d0266,06fd8fd6,patterns,select,0,agent_0,79,2,81,0.5883,161.591,attributed,80.7955,274.7,billing
715d0266,27923329,patterns,select,0,agent_1,79,2,81,0.5883,161.591,attributed,80.7955,274.7,billing
9bc9d13d,384455e0,patterns,select,0,agent_0,80,2,78,0.5884,195.2354,attributed,97.6177,331.8,technical
9bc9d13d,083a89ba,patterns,select,0,agent_1,80,2,78,0.588,195.1026,attributed,97.5513,331.8,technical
41b11d0d,d27db33f,patterns,nl_debate,0,agent_0,129,1550,161,60.515,14999.3303,attributed,9.676987,247.9,billing
41b11d0d,90b4e331,patterns,nl_debate,0,agent_1,129,1455,161,56.8335,14086.8287,attributed,9.681669,247.9,billing
73d13ab0,c782c251,patterns,nl_debate,0,agent_0,130,1442,161,56.3323,14337.5722,attributed,9.942838,254.5,technical
73d13ab0,2e20ee60,patterns,nl_debate,0,agent_1,130,1635,161,63.8051,16239.5328,attributed,9.932436,254.5,technical
5d701c86,d0f275df,patterns,nl_debate,0,agent_0,128,2092,159,81.2851,21859.6857,attributed,10.449181,268.9,cancellation
5d701c86,f70f6e24,patterns,nl_debate,0,agent_1,128,1562,159,60.978,16398.5763,attributed,10.498448,268.9,cancellation
331289d6,8e0ad4f0,patterns,nl_debate,0,agent_0,127,657,158,25.9367,7336.1871,attributed,11.16619,282.8,general
331289d6,693124f3,patterns,nl_debate,0,agent_1,127,911,158,35.7746,10118.8339,attributed,11.107392,282.8,general
a912a721,f5245bf7,patterns,nl_debate,0,agent_0,131,839,157,32.9923,9511.6605,attributed,11.336902,288.3,technical
a912a721,ca586077,patterns,nl_debate,0,agent_1,131,1244,157,48.6362,14021.7875,attributed,11.271533,288.3,technical
4715f597,35e5db5b,patterns,nl_debate,0,agent_0,125,822,157,32.339,12513.8463,attributed,15.223657,387.0,general
4715f597,04453353,patterns,nl_debate,0,agent_1,125,7406,157,278.7639,107870.0207,attributed,14.56522,387.0,general
88626104,4e7a023a,patterns,nl_debate,0,agent_0,126,617,156,24.3848,8448.5449,attributed,13.692941,346.5,billing
88626104,c79f4ee8,patterns,nl_debate,0,agent_1,126,1630,156,63.6133,22039.9521,attributed,13.521443,346.5,billing
bdf9aae9,72d0af7b,patterns,nl_debate,0,agent_0,128,1566,159,61.1322,15790.8706,attributed,10.08357,258.3,technical
bdf9aae9,42b9fe1c,patterns,nl_debate,0,agent_1,128,1344,159,52.5308,13569.0694,attributed,10.096034,258.3,technical
f952ce95,7cdeaa02,patterns,nl_debate,0,agent_0,129,2676,158,103.8252,32733.864,attributed,12.232386,315.3,general
f952ce95,2407856c,patterns,nl_debate,0,agent_1,129,1237,158,48.3643,15248.229,attributed,12.326782,315.3,general
341d1b8a,b295e173,patterns,nl_debate,0,agent_0,127,1560,158,60.8987,16465.9365,attributed,10.555087,270.4,billing
341d1b8a,701c040c,patterns,nl_debate,0,agent_1,127,1211,158,47.3552,12804.0125,attributed,10.57309,270.4,billing
dfa661e4,e47d9744,patterns,nl_debate,0,agent_0,132,4031,161,156.1211,38428.25,attributed,9.53318,246.1,cancellation
dfa661e4,fd195626,patterns,nl_debate,0,agent_1,132,5154,161,198.3257,48816.653,attributed,9.471605,246.1,cancellation
4453bf14,5fd7549d,patterns,nl_debate,0,agent_0,128,1029,159,40.3082,12650.1033,attributed,12.293589,313.8,technical
4453bf14,96288366,patterns,nl_debate,0,agent_1,128,2075,159,80.6347,25305.9497,attributed,12.195638,313.8,technical
1c96cbe1,058dd249,patterns,nl_debate,0,agent_0,131,1921,158,74.7134,22122.5352,attributed,11.516156,296.1,general
1c96cbe1,a0e55725,patterns,nl_debate,0,agent_1,131,3637,158,141.3016,41839.2098,attributed,11.50377,296.1,general
53566d97,bc781031,patterns,nl_debate,0,agent_0,132,1506,159,58.8128,15763.8337,attributed,10.467353,268.0,billing
53566d97,196f3fe8,patterns,nl_debate,0,agent_1,132,1982,159,77.0689,20657.0903,attributed,10.422346,268.0,billing
05003d6d,3c2519a5,patterns,nl_debate,0,agent_0,128,1123,159,43.9313,11587.4742,attributed,10.318321,263.8,technical
05003d6d,3ad5cd25,patterns,nl_debate,0,agent_1,128,937,159,36.7775,9700.5628,attributed,10.352788,263.8,technical
5c86a3d5,0552baba,patterns,nl_debate,0,agent_0,125,3547,156,137.8238,32055.8091,attributed,9.037443,232.6,billing
5c86a3d5,98c85fb5,patterns,nl_debate,0,agent_1,125,3779,156,146.659,34110.7479,attributed,9.026395,232.6,billing
3382441d,dd47a05b,patterns,nl_debate,0,agent_0,129,1562,161,60.9773,16009.6359,attributed,10.249447,262.6,technical
3382441d,4d39cfce,patterns,nl_debate,0,agent_1,129,1958,161,76.1447,19991.8481,attributed,10.210341,262.6,technical
9e1a6965,16bf64fa,patterns,nl_debate,0,agent_0,126,3669,156,142.516,32779.0636,attributed,8.934059,230.0,billing
9e1a6965,e35fa850,patterns,nl_debate,0,agent_1,126,3542,156,137.6274,31654.6724,attributed,8.936949,230.0,billing
3ae44c48,936a91d5,patterns,nl_debate,0,agent_0,126,3540,158,137.552,32765.756,attributed,9.255863,238.2,billing
3ae44c48,7938f033,patterns,nl_debate,0,agent_1,126,3201,158,124.4292,29639.822,attributed,9.259551,238.2,billing
f2c2b71c,990c1e77,patterns,nl_debate,0,agent_0,127,723,155,28.5076,9374.7835,attributed,12.966506,328.9,technical
f2c2b71c,6976c6df,patterns,nl_debate,0,agent_1,127,1590,155,62.0639,20409.8425,attributed,12.836379,328.9,technical
7b7c0e85,97f66710,patterns,select,0,agent_0,82,2,84,1.7925,265.4915,attributed,132.74575,148.1,billing
7b7c0e85,86237a6d,patterns,select,0,agent_1,82,2,84,1.7924,265.4767,attributed,132.73835,148.1,billing
7b7c0e85,ccb88c6a,patterns,select,0,agent_2,82,2,84,1.7924,265.4767,attributed,132.73835,148.1,billing
40c84598,9b6a0436,patterns,select,0,agent_0,83,2,84,1.7922,256.5453,attributed,128.27265,143.1,technical
40c84598,8f39cb05,patterns,select,0,agent_1,83,2,84,1.7922,256.5453,attributed,128.27265,143.1,technical
40c84598,85f1482c,patterns,select,0,agent_2,83,2,84,1.7922,256.5453,attributed,128.27265,143.1,technical
20b4d561,0e06475f,patterns,select,0,agent_0,81,3,83,2.0161,273.838,attributed,91.279333,135.8,cancellation
20b4d561,55296245,patterns,select,0,agent_1,81,3,83,2.0161,273.838,attributed,91.279333,135.8,cancellation
20b4d561,cd75a869,patterns,select,0,agent_2,81,3,83,2.0161,273.838,attributed,91.279333,135.8,cancellation
c20a3693,14158a05,patterns,select,0,agent_0,80,2,81,1.7922,265.4866,attributed,132.7433,148.1,general
c20a3693,e73c16ab,patterns,select,0,agent_1,80,2,81,1.7921,265.4718,attributed,132.7359,148.1,general
c20a3693,c5e4e1ea,patterns,select,0,agent_2,80,2,81,1.7922,265.4866,attributed,132.7433,148.1,general
c9d91d4e,115cf24d,patterns,select,0,agent_0,84,2,80,1.7921,256.8415,attributed,128.42075,143.3,technical
c9d91d4e,ed3a4d0a,patterns,select,0,agent_1,84,2,80,1.7917,256.7842,attributed,128.3921,143.3,technical
c9d91d4e,bf6f4b25,patterns,select,0,agent_2,84,2,80,1.7863,256.0103,attributed,128.00515,143.3,technical
400d80f3,aecfa1ca,patterns,select,0,agent_0,78,2,81,1.7922,265.5162,attributed,132.7581,148.2,general
400d80f3,5ec217db,patterns,select,0,agent_1,78,2,81,1.792,265.4866,attributed,132.7433,148.2,general
400d80f3,92754f86,patterns,select,0,agent_2,78,2,81,1.7917,265.4422,attributed,132.7211,148.2,general
e3c81b20,1e6d719a,patterns,select,0,agent_0,79,2,80,1.7919,256.5358,attributed,128.2679,143.2,billing
e3c81b20,961baae9,patterns,select,0,agent_1,79,2,80,1.792,256.5501,attributed,128.27505,143.2,billing
e3c81b20,b66d0a4c,patterns,select,0,agent_2,79,2,80,1.792,256.5501,attributed,128.27505,143.2,billing
7f90a410,bcd70ee7,patterns,select,0,agent_0,81,2,82,1.7915,241.7018,attributed,120.8509,134.9,technical
7f90a410,a9ecf55a,patterns,select,0,agent_1,81,2,82,1.7918,241.7423,attributed,120.87115,134.9,technical
7f90a410,f55320b9,patterns,select,0,agent_2,81,2,82,1.7915,241.7018,attributed,120.8509,134.9,technical
4fcd2007,33ce7b34,patterns,select,0,agent_0,82,2,81,1.7915,233.2063,attributed,116.60315,130.2,general
4fcd2007,ba85553f,patterns,select,0,agent_1,82,2,81,1.7915,233.2063,attributed,116.60315,130.2,general
4fcd2007,901bcc88,patterns,select,0,agent_2,82,2,81,1.7914,233.1933,attributed,116.59665,130.2,general
2de6a2e2,c4abffd8,patterns,select,0,agent_0,80,2,81,1.7918,256.9636,attributed,128.4818,143.4,billing
2de6a2e2,e260a376,patterns,select,0,agent_1,80,2,81,1.7919,256.9779,attributed,128.48895,143.4,billing
2de6a2e2,e731e38e,patterns,select,0,agent_2,80,2,81,1.7918,256.9636,attributed,128.4818,143.4,billing
a31c084b,ce987d06,patterns,select,0,agent_0,85,3,84,2.0156,256.9683,attributed,85.6561,127.5,cancellation
a31c084b,eedfaeeb,patterns,select,0,agent_1,85,3,84,2.0156,256.9683,attributed,85.6561,127.5,cancellation
a31c084b,6252ff03,patterns,select,0,agent_2,85,3,84,2.0156,256.9683,attributed,85.6561,127.5,cancellation
802a738a,fe6e8f25,patterns,select,0,agent_0,81,2,82,1.7916,233.202,attributed,116.601,130.2,technical
802a738a,484ac27b,patterns,select,0,agent_1,81,2,82,1.7916,233.202,attributed,116.601,130.2,technical
802a738a,0c2f746e,patterns,select,0,agent_2,81,2,82,1.7916,233.202,attributed,116.601,130.2,technical
9506ee54,2e1ba68b,patterns,select,0,agent_0,84,2,81,1.7916,233.2107,attributed,116.60535,130.2,general
9506ee54,025a42ff,patterns,select,0,agent_1,84,2,81,1.7915,233.1977,attributed,116.59885,130.2,general
9506ee54,2971413c,patterns,select,0,agent_2,84,2,81,1.7915,233.1977,attributed,116.59885,130.2,general
cb20f9df,c9af8d26,patterns,select,0,agent_0,85,2,83,1.7917,257.0114,attributed,128.5057,143.4,billing
cb20f9df,7c2621e1,patterns,select,0,agent_1,85,2,83,1.7913,256.954,attributed,128.477,143.4,billing
cb20f9df,8dbfd2ae,patterns,select,0,agent_2,85,2,83,1.7912,256.9396,attributed,128.4698,143.4,billing
e23b072b,86c87273,patterns,select,0,agent_0,81,2,82,1.7912,256.9301,attributed,128.46505,143.4,technical
e23b072b,09ffd242,patterns,select,0,agent_1,81,2,82,1.7916,256.9875,attributed,128.49375,143.4,technical
e23b072b,69ca2437,patterns,select,0,agent_2,81,2,82,1.7916,256.9875,attributed,128.49375,143.4,technical
d32e8cda,61f582de,patterns,select,0,agent_0,78,2,80,1.7914,248.0412,attributed,124.0206,138.5,billing
d32e8cda,ceae87d7,patterns,select,0,agent_1,78,2,80,1.7915,248.0551,attributed,124.02755,138.5,billing
d32e8cda,f1fe6194,patterns,select,0,agent_2,78,2,80,1.7911,247.9997,attributed,123.99985,138.5,billing
0fffc84b,34ab9cf8,patterns,select,0,agent_0,82,2,85,1.7914,248.0274,attributed,124.0137,138.5,technical
0fffc84b,084359ed,patterns,select,0,agent_1,82,2,85,1.7915,248.0412,attributed,124.0206,138.5,technical
0fffc84b,6b639f6b,patterns,select,0,agent_2,82,2,85,1.7914,248.0274,attributed,124.0137,138.5,technical
c2982460,c239780f,patterns,select,0,agent_0,79,2,79,1.791,248.0135,attributed,124.00675,138.5,billing
c2982460,8b8a213c,patterns,select,0,agent_1,79,2,79,1.791,248.0135,attributed,124.00675,138.5,billing
c2982460,5ee02986,patterns,select,0,agent_2,79,2,79,1.7914,248.0689,attributed,124.03445,138.5,billing
4e01ea1c,e5cab6fa,patterns,select,0,agent_0,79,2,81,1.7914,256.9779,attributed,128.48895,143.5,billing
4e01ea1c,7ff85a9c,patterns,select,0,agent_1,79,2,81,1.7912,256.9492,attributed,128.4746,143.5,billing
4e01ea1c,12543c4e,patterns,select,0,agent_2,79,2,81,1.7914,256.9779,attributed,128.48895,143.5,billing
66a1aaf6,03bfa54c,patterns,select,0,agent_0,80,2,78,1.7909,256.9253,attributed,128.46265,143.5,technical
66a1aaf6,cb9ce35d,patterns,select,0,agent_1,80,2,78,1.7914,256.997,attributed,128.4985,143.5,technical
66a1aaf6,4643d2ac,patterns,select,0,agent_2,80,2,78,1.7913,256.9827,attributed,128.49135,143.5,technical
a980c49f,780c16dc,patterns,nl_debate,0,agent_0,129,1710,161,68.5902,13346.9197,attributed,7.805216,194.6,billing
a980c49f,365a9d16,patterns,nl_debate,0,agent_1,129,1395,161,56.1523,10926.6373,attributed,7.832715,194.6,billing
a980c49f,e1cca0a2,patterns,nl_debate,0,agent_2,129,1427,161,57.4169,11172.715,attributed,7.829513,194.6,billing
05cd55c3,e34d5ec1,patterns,nl_debate,0,agent_0,130,1163,161,47.005,8648.6975,attributed,7.436541,184.0,technical
05cd55c3,d5f8878c,patterns,nl_debate,0,agent_1,130,1362,161,54.8466,10091.5148,attributed,7.409335,184.0,technical
05cd55c3,af0a2470,patterns,nl_debate,0,agent_2,130,1331,161,53.6244,9866.6358,attributed,7.41295,184.0,technical
7f7fb715,95cfb7b2,patterns,nl_debate,0,agent_0,128,2135,159,85.2336,17436.3436,attributed,8.166906,204.6,cancellation
7f7fb715,0e511c95,patterns,nl_debate,0,agent_1,128,1915,159,76.6389,15678.1152,attributed,8.187005,204.6,cancellation
7f7fb715,7978fa1e,patterns,nl_debate,0,agent_2,128,1214,159,49.0182,10027.7142,attributed,8.260061,204.6,cancellation
ae7718f5,becd6c30,patterns,nl_debate,0,agent_0,127,1621,158,65.0749,13827.0038,attributed,8.529922,212.5,general
ae7718f5,10b1f741,patterns,nl_debate,0,agent_1,127,1437,158,57.814,12284.2201,attributed,8.548518,212.5,general
ae7718f5,a14aa194,patterns,nl_debate,0,agent_2,127,885,158,36.0724,7664.602,attributed,8.660567,212.5,general
f315be0c,4945d053,patterns,nl_debate,0,agent_0,131,748,157,30.6849,8029.9464,attributed,10.735222,261.7,technical
f315be0c,4d0a4536,patterns,nl_debate,0,agent_1,131,1552,157,62.3771,16323.4937,attributed,10.517715,261.7,technical
f315be0c,968ee464,patterns,nl_debate,0,agent_2,131,753,157,30.8833,8081.8658,attributed,10.73289,261.7,technical
2c7612f1,78f82514,patterns,nl_debate,0,agent_0,125,3278,157,129.3912,29043.0264,attributed,8.859984,224.5,general
2c7612f1,20018745,patterns,nl_debate,0,agent_1,125,700,157,28.7719,6458.1135,attributed,9.225876,224.5,general
2c7612f1,644ff2a0,patterns,nl_debate,0,agent_2,125,3038,157,120.1015,26957.8691,attributed,8.873558,224.5,general
bb2c2635,d1303918,patterns,nl_debate,0,agent_0,126,1501,156,60.36,11587.9737,attributed,7.720169,192.0,billing
bb2c2635,b70a8bbf,patterns,nl_debate,0,agent_1,126,1976,156,79.0232,15170.9537,attributed,7.677608,192.0,billing
bb2c2635,e56b38f5,patterns,nl_debate,0,agent_2,126,1764,156,70.7168,13576.2826,attributed,7.696305,192.0,billing
5c3ce4e8,dde0b83e,patterns,nl_debate,0,agent_0,128,1977,159,79.0611,15045.8109,attributed,7.610425,190.3,technical
5c3ce4e8,7c9f2bd3,patterns,nl_debate,0,agent_1,128,1726,159,69.2206,13173.1035,attributed,7.632157,190.3,technical
5c3ce4e8,b0c6cd7c,patterns,nl_debate,0,agent_2,128,1585,159,63.6674,12116.2956,attributed,7.644351,190.3,technical
671e633a,5af99400,patterns,nl_debate,0,agent_0,129,2800,158,110.8853,21859.2826,attributed,7.806887,197.1,general
671e633a,d8d43769,patterns,nl_debate,0,agent_1,129,1940,158,77.6137,15300.3131,attributed,7.886759,197.1,general
671e633a,11993f6e,patterns,nl_debate,0,agent_2,129,2193,158,87.4963,17248.5113,attributed,7.865258,197.1,general
99455582,3fc05966,patterns,nl_debate,0,agent_0,127,1556,158,62.5334,11015.9814,attributed,7.07968,176.2,billing
99455582,8f1f4ee7,patterns,nl_debate,0,agent_1,127,1642,158,65.9017,11609.3463,attributed,7.070247,176.2,billing
99455582,392c7191,patterns,nl_debate,0,agent_2,127,1649,158,66.175,11657.4913,attributed,7.069431,176.2,billing
f416a50e,d8260423,patterns,nl_debate,0,agent_0,132,1726,161,69.2207,13950.18,attributed,8.082375,201.5,cancellation
f416a50e,5276a854,patterns,nl_debate,0,agent_1,132,2543,161,100.9098,20336.5449,attributed,7.997068,201.5,cancellation
f416a50e,e7043fc4,patterns,nl_debate,0,agent_2,132,3042,161,120.2543,24235.079,attributed,7.966824,201.5,cancellation
6ae7f3b4,94592e1b,patterns,nl_debate,0,agent_0,128,1465,159,58.9281,12137.7712,attributed,8.285168,206.0,technical
6ae7f3b4,59e24edd,patterns,nl_debate,0,agent_1,128,973,159,39.5313,8142.497,attributed,8.368445,206.0,technical
6ae7f3b4,30a60f26,patterns,nl_debate,0,agent_2,128,1617,159,64.9172,13371.3818,attributed,8.269253,206.0,technical
cb589b6a,8b37fb34,patterns,nl_debate,0,agent_0,131,2974,158,117.6329,32744.4856,attributed,11.010251,278.4,general
cb589b6a,96148778,patterns,nl_debate,0,agent_1,131,676,158,27.8056,7740.0121,attributed,11.449722,278.4,general
cb589b6a,b890c675,patterns,nl_debate,0,agent_2,131,5912,158,229.6053,63913.3053,attributed,10.810776,278.4,billing
cb589b6a,251dafce,patterns,nl_debate,1,agent_0,216,918,211,34.9575,10585.7735,attributed,11.531344,302.8,general
cb589b6a,3bee62e0,patterns,nl_debate,1,agent_1,216,5856,211,221.6354,67115.2728,attributed,11.460941,302.8,billing
cb589b6a,b2f814ee,patterns,nl_debate,1,agent_2,216,1107,211,42.2639,12798.2857,attributed,11.561234,302.8,billing
cb589b6a,92adc5bd,patterns,nl_debate,2,agent_0,216,2697,211,100.2072,19194.0188,attributed,7.116803,191.5,billing
cb589b6a,b764659c,patterns,nl_debate,2,agent_1,216,1178,211,44.7548,8572.4826,attributed,7.27715,191.5,billing
cb589b6a,a744e784,patterns,nl_debate,2,agent_2,216,1792,211,67.9284,13011.2306,attributed,7.260731,191.5,billing
d8dc2217,7fd6dcfa,patterns,nl_debate,0,agent_0,132,1646,159,66.0567,12115.6149,attributed,7.360641,183.4,billing
d8dc2217,9859e4c4,patterns,nl_debate,0,agent_1,132,1719,159,68.9435,12645.0897,attributed,7.356073,183.4,billing
d8dc2217,a9bb8c02,patterns,nl_debate,0,agent_2,132,1471,159,59.1666,10851.8854,attributed,7.377216,183.4,billing
f7f56651,7dca13d4,patterns,nl_debate,0,agent_0,128,2106,159,84.105,15341.568,attributed,7.284695,182.4,technical
f7f56651,7b14b386,patterns,nl_debate,0,agent_1,128,2018,159,80.6716,14715.2825,attributed,7.292013,182.4,technical
f7f56651,0ed0ad38,patterns,nl_debate,0,agent_2,128,1711,159,68.6274,12518.3036,attributed,7.316367,182.4,technical
218c38dd,3af1fbad,patterns,nl_debate,0,agent_0,125,6178,156,239.8627,45790.6304,attributed,7.411886,190.9,billing
218c38dd,f8dbfdda,patterns,nl_debate,0,agent_1,125,6914,156,267.7571,51115.7692,attributed,7.393082,190.9,general
218c38dd,0f98263f,patterns,nl_debate,0,agent_2,125,3098,156,122.4257,23371.4954,attributed,7.544059,190.9,billing
218c38dd,072fc8db,patterns,nl_debate,1,agent_0,210,1113,210,42.4088,6386.353,attributed,5.737963,150.6,billing
218c38dd,595b2a39,patterns,nl_debate,1,agent_1,210,869,210,33.0178,4972.1597,attributed,5.721703,150.6,billing
218c38dd,1f83f908,patterns,nl_debate,1,agent_2,210,1060,210,40.4071,6084.9164,attributed,5.740487,150.6,billing
5e01b259,deada6fb,patterns,nl_debate,0,agent_0,129,1611,161,64.6814,13365.9987,attributed,8.296709,206.6,technical
5e01b259,2e6e680e,patterns,nl_debate,0,agent_1,129,1600,161,64.2541,13277.6999,attributed,8.298562,206.6,technical
5e01b259,8bba4292,patterns,nl_debate,0,agent_2,129,818,161,33.4401,6910.1834,attributed,8.447657,206.6,technical
d75d0365,aaf7e8fc,patterns,nl_debate,0,agent_0,126,3735,156,442.5858,90720.0179,attributed,24.289161,205.0,billing
d75d0365,7996833b,patterns,nl_debate,0,agent_1,126,5936,156,230.6871,47285.6062,attributed,7.965904,205.0,billing
d75d0365,339e00f9,patterns,nl_debate,0,agent_2,126,6713,156,260.1423,53323.2519,attributed,7.943282,205.0,billing
9f3fa4dd,d8c38b05,patterns,nl_debate,0,agent_0,126,3900,158,153.0625,28401.3641,attributed,7.282401,185.6,billing
9f3fa4dd,a4cce28f,patterns,nl_debate,0,agent_1,126,4378,158,171.2826,31782.1772,attributed,7.25952,185.6,billing
9f3fa4dd,6e011866,patterns,nl_debate,0,agent_2,126,2697,158,106.8893,19833.7407,attributed,7.354001,185.6,billing
deab908f,a79dd398,patterns,nl_debate,0,agent_0,127,1609,155,64.6045,12794.2488,attributed,7.951677,198.0,technical
deab908f,c972fb2d,patterns,nl_debate,0,agent_1,127,1452,155,58.4134,11568.1659,attributed,7.967056,198.0,technical
deab908f,64983537,patterns,nl_debate,0,agent_2,127,1950,155,78.005,15448.0783,attributed,7.922091,198.0,technical
d1452662,02b1eef9,patterns,select,0,agent_0,82,2,84,1.1326,149.9335,attributed,74.96675,132.4,billing
d1452662,e1da78e8,patterns,select,0,agent_1,82,2,84,1.1326,149.9335,attributed,74.96675,132.4,billing
d1452662,40bb3aeb,patterns,select,0,agent_2,82,2,84,1.1324,149.907,attributed,74.9535,132.4,billing
d1452662,90e92a62,patterns,select,0,agent_3,82,2,84,1.1326,149.9335,attributed,74.96675,132.4,billing
d1452662,0908776e,patterns,select,0,agent_4,82,2,84,1.1326,149.9335,attributed,74.96675,132.4,billing
07721f5f,01e76c92,patterns,select,0,agent_0,83,2,84,1.1322,141.5703,attributed,70.78515,125.0,technical
07721f5f,a7aa4fbe,patterns,select,0,agent_1,83,2,84,1.1323,141.5828,attributed,70.7914,125.0,technical
07721f5f,dcc8dbb3,patterns,select,0,agent_2,83,2,84,1.1325,141.6078,attributed,70.8039,125.0,technical
07721f5f,63667aa9,patterns,select,0,agent_3,83,2,84,1.1317,141.5078,attributed,70.7539,125.0,technical
07721f5f,11341d8e,patterns,select,0,agent_4,83,2,84,1.1324,141.5953,attributed,70.79765,125.0,technical
7aadb65c,1a4b491a,patterns,select,0,agent_0,81,3,83,1.3184,156.2443,attributed,52.081433,118.5,cancellation
7aadb65c,6b61214f,patterns,select,0,agent_1,81,3,83,1.3184,156.2443,attributed,52.081433,118.5,cancellation
7aadb65c,efa0409c,patterns,select,0,agent_2,81,3,83,1.3183,156.2325,attributed,52.0775,118.5,cancellation
7aadb65c,30ed058f,patterns,select,0,agent_3,81,3,83,1.3183,156.2325,attributed,52.0775,118.5,cancellation
7aadb65c,99149871,patterns,select,0,agent_4,81,3,83,1.3183,156.2325,attributed,52.0775,118.5,cancellation
b2d8f732,15ea6bf0,patterns,select,0,agent_0,80,2,81,1.1317,141.5253,attributed,70.76265,125.1,general
b2d8f732,254e70ea,patterns,select,0,agent_1,80,2,81,1.1322,141.5878,attributed,70.7939,125.1,general
b2d8f732,7135b7d3,patterns,select,0,agent_2,80,2,81,1.1322,141.5878,attributed,70.7939,125.1,general
b2d8f732,02c81013,patterns,select,0,agent_3,80,2,81,1.1323,141.6003,attributed,70.80015,125.1,general
